_New FP Exclusives MTO Order Template - Master Sheet - Backend Database For Exclusive Blanks
Style,PRODUCT,Fabric Code,Fabric Color Code,Print Method,Decorations,Primary Supplier ,Secondary Supplier ,Tertiary supplier,Fourth Supplier,Fifth Supplier,Sixth Supplier,,,,,
FP16 Madison Shorts,FP16 Madison Shorts,Hua Fang #J9228,Inventory Color - White - J9228 - #J3,Screen Print,Fabric Stripes ,"Dongguan Maoyuan Clothing Co., Ltd.",,,,,,,Supplier Name,Address,POC,Contact
FP16 Madison Shorts,FP16 Madison Shorts,Hua Fang #J9228,Inventory Color - Black - J9228 - #J28,DTG,Studs,"Dongguan Maoyuan Clothing Co., Ltd.",,,,,,,"Dongguan Maoyuan Clothing Co., Ltd.","Room 401, Building 1, No. 5 Zhenye 1st Road, Zhenkou Town, Humen Town, Dongguan, Guangdong, China",Mr. Mike Shi,"8619067085168, mike@maoyuanclothing.com"
FP16 Madison Shorts,FP16 Madison Shorts,Hua Fang #J9228,Inventory Color - Navy - J9228 - #J45,Supacolor Transfer,Rosettes,"Dongguan Maoyuan Clothing Co., Ltd.",,,,,,,"Nanchang Vision Garment Co., Ltd","Nanyue Street, Zhicun Village, Dashi Street, Panyu District, Guangzhou City, Guangdong province, China",Pearl Qian. Anne Peng,"sales103@visionclothings.com, annie@visionclothings.com |+86 15879892940"
FP16 Madison Shorts,FP16 Madison Shorts,Hua Fang #J9228,Inventory Color - Light Blue - J9228 - #J17,DTF Transfer,,"Dongguan Maoyuan Clothing Co., Ltd.",,,,,,,"Dongguan Qianlong Clothing Co., Ltd.","8th Floor, No. 478, Sports Road, Humen Town, Dongguan City, Guangdong Province",Mr Abel Deng,goodfacex214@gmail.com |  +86  18676073832
FP16 Madison Shorts,FP16 Madison Shorts,Hua Fang #J9228,Inventory Color - Butter - J9228 - #J2,Heat Pressed Vinyl,,"Dongguan Maoyuan Clothing Co., Ltd.",,,,,,,"Guangzhou J Shen Clothing Co., Ltd.","Nanyue Street, Zhicun Village, Dashi Street, Panyu District, Guangzhou City, Guangdong province, China",Mr. Arthur Guo,"jshenclothing@foxmail.com, POC: cherry.cheng@jshenclothing.com | +86 18022556634"
FP16 Madison Shorts,FP16 Madison Shorts,Hua Fang #8039,Inventory Color - Smokey - C1184,Embroidery,,"Dongguan Maoyuan Clothing Co., Ltd.",,,,,,,CUBA SPORTS,"Muradpur, Pakistan",Mr ASLAM MOAWIA,Cubasports11@gmail.com | +92 321 7133697
FP16 Madison Shorts,FP16 Madison Shorts,Hua Fang #8039,Inventory Color - Millennial Pink - 8039 - #J47,Applique - Satin Stitch,,"Dongguan Maoyuan Clothing Co., Ltd.",,,,,,,"Yiwu Kamu Garment Co., Ltd.",,Ping Yang,p.yang@kamushirt.com | 86-18257099862
FP16 Madison Shorts,FP16 Madison Shorts,Daxin #CM3108,Inventory Color - Sport Grey - Daxin #CM3108 - #4,Applique - ZigZag Stitch,,"Dongguan Maoyuan Clothing Co., Ltd.",,,,,,,"Dongguan Jushang Apparel Co., Ltd.","4th Floor, No. 45 Longyan 7th Road, Humen Town, Dongguan City, Guangdong Province",Elva Zi,elva@jusunfs.cn | +86 189 8870 6608
FP16 Madison Shorts,FP16 Madison Shorts,Hua Fang #J9228,Inventory Color - Lilac - J9228- #J26,Sublimated Applique - Ziz zag stitch,Hua Fang #8039,"Dongguan Maoyuan Clothing Co., Ltd.",,,,,,," Dongguan Jinse Garment Co.,Ltd","No#4,2nd Industrial Zone,Jiumen Zhai, Humen Town,Dongguan city 523900,China",Lucy | Tony,Lucy@dgjinse.com |+86 15908610719
FP16 Madison Shorts,FP16 Madison Shorts,Hua Fang #8039,Inventory Color - Forest - 8039 - #J36,Sublimated Applique - Satin Stitch,Hua Fang #8040,"Dongguan Maoyuan Clothing Co., Ltd.",,,,,,,"Fuzhou Sandian Garment Co., Ltd.","2nd Floor, Building 9,Chuangfeng Innovation Industrial Park,Chengmen Town, Cangshan District,Fuzhou, Fujian",Harlen Lin,harlenlin5@gmail.com | +86 15551396382
